Request_ID,Request_Start,Request_End,Total_Processing,Total_Waiting,SLA_Hours,Request_Type,Priority,Department_Requesting,Vendor_Type,Request_Amount,Complexity_Score,System_Load,Num_Stages,Total_TAT,Delay_Ratio,SLA_Breach_Hours,Delayed_Flag,Is_High_Value_Request,Is_High_Complexity,Bottleneck_Stage,Max_Stage_Delay
R03085,2025-02-02 12:03:36,2025-02-06 09:00:00,62.82,12.64,194.4,Equipment,High,IT,External,102000,4,0.1761090355709355,4,92.94,0.4780864197530864,0.0,0,0,1,Finance Approval,29.020000000000003
R03086,2025-02-27 12:53:24,2025-03-05 09:00:00,97.41,18.95,264.0,Vendor Contract,Low,Operations,External,86401,4,0.256287104546003,4,140.11,0.530719696969697,0.0,0,0,1,Finance Approval,46.25
R03087,2025-03-25 11:46:12,2025-04-02 17:31:48,111.36,34.480000000000004,140.4,IT Purchase,High,HR,Internal,90766,2,0.5823733164526047,11,197.76,1.4085470085470084,57.359999999999985,1,0,0,Finance Approval,33.22
R03088,2025-04-19 10:37:12,2025-04-23 09:00:00,58.34,14.21,156.6,IT Purchase,High,Operations,Internal,218604,3,0.9668742524514836,4,94.38,0.6026819923371648,0.0,0,1,0,Finance Approval,24.39
R03089,2025-04-03 13:56:24,2025-04-10 09:00:00,126.28,20.88,240.0,Vendor Contract,Medium,Finance,External,44609,4,0.5630125744688016,6,163.06,0.6794166666666667,0.0,0,0,1,Procurement Review,49.6
R03090,2025-06-26 10:22:48,2025-06-30 16:33:00,64.5,13.45,156.6,IT Purchase,High,HR,External,242289,3,0.0700506396354478,4,102.17,0.65242656449553,0.0,0,1,0,Procurement Review,32.02
R03091,2025-02-23 12:15:36,2025-03-01 09:00:00,100.43,12.23,125.4,Office Supplies,Low,HR,Internal,94063,1,0.8263201536042618,4,140.74,1.1223285486443382,15.340000000000003,1,0,0,Finance Approval,53.86
R03092,2025-05-27 11:38:24,2025-06-01 09:00:00,61.790000000000006,12.54,118.8,Office Supplies,High,Operations,Internal,104028,2,0.3190857651201361,4,117.36,0.9878787878787879,0.0,0,0,0,Finance Approval,33.06
R03093,2025-03-19 11:58:48,2025-03-22 16:12:36,52.63,12.66,156.6,IT Purchase,High,Operations,Internal,217133,3,0.4744672628232218,4,76.23,0.48678160919540236,0.0,0,1,0,Finance Approval,25.46
R03094,2025-06-10 13:08:24,2025-06-17 17:56:24,113.9,28.85,132.0,Office Supplies,Medium,HR,Internal,100549,2,0.5666885935281581,8,172.8,1.309090909090909,40.80000000000001,1,0,0,Finance Approval,49.63
R03095,2025-02-18 10:09:00,2025-02-21 09:00:00,54.56,6.039999999999999,102.6,Office Supplies,High,Admin,Internal,51186,1,0.1426857052574098,4,70.85,0.6905458089668616,0.0,0,0,0,Finance Approval,22.56
R03096,2025-03-04 10:19:12,2025-03-09 09:00:00,64.42,14.23,118.8,Office Supplies,High,Admin,External,131658,2,0.3206140358941477,6,118.68,0.9989898989898991,0.0,0,0,0,Finance Approval,26.07
R03097,2025-07-11 14:46:12,2025-07-18 09:00:00,118.66,17.79,264.0,Vendor Contract,Low,Finance,External,54739,4,0.1981809316174078,4,162.23,0.6145075757575758,0.0,0,0,1,Finance Approval,57.3
R03098,2025-01-10 12:19:12,2025-01-14 09:00:00,52.98,14.11,194.4,Equipment,High,Finance,External,110089,4,0.6131498385547235,4,92.68,0.47674897119341564,0.0,0,0,1,Procurement Review,21.37
R03099,2025-05-31 10:34:12,2025-06-05 09:00:00,77.22,11.4,198.0,Equipment,Medium,HR,External,22256,3,0.7810856452525499,4,118.43,0.5981313131313132,0.0,0,0,0,Finance Approval,42.01
R03100,2025-04-21 14:34:12,2025-04-27 09:00:00,113.48,19.49,191.4,IT Purchase,Low,Operations,External,137124,3,0.4585477266987759,4,138.43,0.7232497387669802,0.0,0,0,0,Procurement Review,53.26
R03101,2025-02-20 10:15:00,2025-03-01 09:00:00,113.52,28.87,102.6,Office Supplies,High,Admin,Internal,8396,1,0.5654346423209756,10,214.75,2.0930799220272904,112.15,1,0,0,Finance Approval,32.83
R03102,2025-02-25 13:42:00,2025-03-06 09:00:00,121.44,24.38,125.4,Office Supplies,Low,Finance,Internal,20734,1,0.5959456608276721,7,211.3,1.6850079744816586,85.9,1,0,0,Finance Approval,44.97
R03103,2025-06-21 15:32:24,2025-06-27 09:00:00,88.56,23.44,237.6,Equipment,Low,Finance,External,140446,4,0.8955179865951971,4,137.46,0.5785353535353536,0.0,0,0,1,Finance Approval,38.29
R03104,2025-04-30 12:16:12,2025-05-06 09:00:00,83.45,13.89,145.2,Office Supplies,Low,Operations,Internal,176910,2,0.2663696055414953,4,140.73,0.9692148760330579,0.0,0,1,0,Finance Approval,43.55
R03105,2025-04-04 10:21:00,2025-04-17 09:00:00,204.68,34.01,132.0,Office Supplies,Medium,HR,External,180483,2,0.4521915999526938,11,310.65,2.3534090909090906,178.64999999999998,1,1,0,Procurement Review,43.36
R03106,2025-06-16 12:21:36,2025-06-21 09:00:00,75.84,13.86,125.4,Office Supplies,Low,Finance,Internal,20766,1,0.9951872027977604,4,116.64,0.9301435406698564,0.0,0,0,0,Finance Approval,39.99
R03107,2025-05-17 10:49:48,2025-05-22 09:00:00,84.47,17.88,258.0,Vendor Contract,Medium,IT,Internal,215528,5,0.7311026359734236,4,118.17,0.4580232558139535,0.0,0,1,1,Finance Approval,50.1
R03108,2025-05-04 10:37:12,2025-05-09 09:00:00,82.76,10.13,232.2,Vendor Contract,High,IT,External,180179,5,0.0633682472403429,4,118.38,0.5098191214470285,0.0,0,1,1,Finance Approval,33.97
R03109,2025-03-01 13:15:36,2025-03-05 09:00:00,66.1,15.26,118.8,Office Supplies,High,Finance,External,170916,2,0.724582463730176,4,91.74,0.7722222222222221,0.0,0,1,0,Finance Approval,28.43
R03110,2025-07-01 11:51:36,2025-07-05 09:00:00,51.6,13.59,156.6,IT Purchase,High,Admin,External,191804,3,0.2620713988770256,4,93.14,0.5947637292464879,0.0,0,1,0,Procurement Review,20.65
R03111,2025-01-17 14:09:00,2025-01-28 09:00:00,184.75,35.760000000000005,145.2,Office Supplies,Low,Operations,External,196695,2,0.5366767883577387,7,258.85,1.7827134986225899,113.65000000000003,1,1,0,Finance Approval,53.19
R03112,2025-07-05 12:12:00,2025-07-10 09:00:00,72.38,17.2,216.0,Equipment,Medium,IT,External,140758,4,0.4013946710078608,4,116.8,0.5407407407407407,0.0,0,0,1,Finance Approval,27.56
R03113,2025-02-14 13:53:24,2025-02-20 09:00:00,90.36,25.61,178.2,Equipment,High,HR,External,70907,3,0.9987502962215756,7,139.11,0.7806397306397308,0.0,0,0,0,Finance Approval,25.82
R03114,2025-05-13 11:30:00,2025-05-19 15:31:48,93.9,23.35,118.8,Office Supplies,High,IT,Internal,185913,2,0.0304464770034841,7,148.03,1.246043771043771,29.230000000000004,1,1,0,Finance Approval,31.08
R03115,2025-02-09 15:05:24,2025-02-15 09:00:00,106.86,19.28,264.0,Vendor Contract,Low,Finance,External,70387,4,0.4839917548663938,4,137.91,0.5223863636363636,0.0,0,0,1,Procurement Review,41.510000000000005
R03116,2025-06-25 14:45:00,2025-07-02 09:00:00,128.57,15.82,237.6,Equipment,Low,IT,External,166813,4,0.1810101853607235,4,162.25,0.6828703703703703,0.0,0,1,1,Finance Approval,55.0
R03117,2025-03-09 14:08:24,2025-03-14 09:00:00,74.43,14.98,258.0,Vendor Contract,Medium,Admin,External,196931,5,0.3538320461878592,4,114.86,0.4451937984496124,0.0,0,1,1,Finance Approval,30.020000000000003
R03118,2025-06-21 12:06:00,2025-07-01 09:00:00,149.07999999999998,29.22,194.4,Equipment,High,Operations,External,248415,4,0.2437391820059848,7,236.9,1.2186213991769548,42.5,1,1,1,Finance Approval,49.96
R03119,2025-06-11 10:40:48,2025-06-18 09:00:00,117.64,10.51,171.6,IT Purchase,Low,Finance,Internal,67101,2,0.4254307728655015,4,166.32,0.9692307692307692,0.0,0,0,0,Procurement Review,57.22
R03120,2025-02-04 14:43:48,2025-02-09 09:00:00,90.45,15.76,217.8,Equipment,Low,Admin,External,5035,3,0.6193375023631064,4,114.27,0.52465564738292,0.0,0,0,0,Procurement Review,46.58
R03121,2025-06-12 15:18:00,2025-06-20 09:00:00,125.75,29.52,264.0,Vendor Contract,Low,Finance,External,24601,4,0.6719775207252395,8,185.7,0.7034090909090909,0.0,0,0,1,Finance Approval,50.44
R03122,2025-02-21 15:38:24,2025-03-09 15:46:48,269.03000000000003,65.67,237.6,Equipment,Low,Admin,Internal,131873,4,0.9812984446188484,14,384.14,1.6167508417508418,146.54,1,0,1,Finance Approval,50.61
R03123,2025-05-30 14:42:00,2025-06-05 09:00:00,103.93,18.05,191.4,IT Purchase,Low,HR,External,199241,3,0.5915386471921376,4,138.3,0.7225705329153606,0.0,0,1,0,Procurement Review,47.31
R03124,2025-03-10 13:57:00,2025-03-15 09:00:00,83.0,16.91,216.0,Equipment,Medium,IT,External,227748,4,0.5692811633763316,4,115.05,0.5326388888888889,0.0,0,1,1,Finance Approval,41.02
R03125,2025-01-07 12:00:00,2025-01-17 09:00:00,170.3,33.17,198.0,Equipment,Medium,Admin,Internal,73754,3,0.5228809705471504,10,237.0,1.196969696969697,39.0,1,0,0,Finance Approval,47.38
R03126,2025-01-21 13:41:24,2025-01-27 09:00:00,82.88,13.29,194.4,Equipment,High,IT,Internal,121715,4,0.2847716302152091,4,139.31,0.7166152263374486,0.0,0,0,1,Finance Approval,40.870000000000005
R03127,2025-06-08 12:21:36,2025-06-13 09:00:00,69.0,14.29,145.2,Office Supplies,Low,Operations,Internal,120367,2,0.4266301953847791,4,116.64,0.803305785123967,0.0,0,0,0,Finance Approval,38.71
R03128,2025-07-18 14:16:48,2025-07-24 09:00:00,97.02,16.28,240.0,Vendor Contract,Medium,IT,External,25916,4,0.9420192876531324,4,138.72,0.578,0.0,0,0,1,Procurement Review,43.56
R03129,2025-06-25 12:40:12,2025-07-01 09:00:00,94.38,17.42,258.0,Vendor Contract,Medium,Operations,External,237327,5,0.7310670662535008,4,140.33,0.5439147286821706,0.0,0,1,1,Procurement Review,50.86
R03130,2025-03-04 12:49:12,2025-03-12 14:16:48,128.99,24.36,132.0,Office Supplies,Medium,Finance,Internal,207710,2,0.1287235142582892,7,193.46,1.4656060606060606,61.46000000000001,1,1,0,Finance Approval,36.45
R03131,2025-01-15 14:04:12,2025-01-19 09:00:00,62.84,14.79,194.4,Equipment,High,Operations,Internal,206673,4,0.7109970609235531,4,90.93,0.46774691358024695,0.0,0,1,1,Finance Approval,28.52
R03132,2025-02-17 13:12:00,2025-02-26 09:00:00,133.57999999999998,36.7,118.8,Office Supplies,High,Admin,External,238533,2,0.6408191191034893,10,211.8,1.7828282828282829,93.00000000000001,1,1,0,Procurement Review,30.68
R03133,2025-02-06 11:10:48,2025-02-14 09:00:00,119.14,28.15,264.0,Vendor Contract,Low,Finance,Internal,65778,4,0.8864265399510638,8,189.82,0.7190151515151515,0.0,0,0,1,Finance Approval,57.46
R03134,2025-02-03 11:15:00,2025-02-14 09:00:00,162.8,34.68,114.0,Office Supplies,Medium,Operations,Internal,64933,1,0.013881588056759,11,261.75,2.2960526315789473,147.75,1,0,0,Finance Approval,37.7
R03135,2025-05-18 10:22:12,2025-05-22 09:00:00,60.06,7.18,198.0,Equipment,Medium,Admin,External,96690,3,0.0218390193678371,4,94.63,0.4779292929292929,0.0,0,0,0,Finance Approval,31.74
R03136,2025-06-29 13:07:48,2025-07-05 09:00:00,94.38,17.56,132.0,Office Supplies,Medium,HR,External,200073,2,0.5577637712135236,4,139.87,1.059621212121212,7.8700000000000045,1,1,0,Finance Approval,47.28
R03137,2025-05-01 13:11:24,2025-05-05 09:00:00,68.64,12.23,198.0,Equipment,Medium,Operations,External,90084,3,0.138937275882937,4,91.81,0.4636868686868687,0.0,0,0,0,Finance Approval,29.55
R03138,2025-06-08 13:24:00,2025-06-19 09:00:00,175.70000000000002,34.25,283.8,Vendor Contract,Low,HR,External,112993,5,0.5013825896247657,7,259.6,0.9147286821705427,0.0,0,0,1,Finance Approval,61.57
R03139,2025-01-08 10:49:48,2025-01-13 09:00:00,83.56,11.89,171.6,IT Purchase,Low,Admin,External,46007,2,0.8960149990441765,4,118.17,0.6886363636363637,0.0,0,0,0,Finance Approval,39.48
R03140,2025-01-07 10:45:00,2025-01-12 13:48:00,82.8,13.57,232.2,Vendor Contract,High,Admin,Internal,147935,5,0.4711812604539601,4,123.05,0.5299310938845823,0.0,0,0,1,Finance Approval,46.17
R03141,2025-03-19 13:41:24,2025-03-24 13:28:48,72.73,16.42,194.4,Equipment,High,IT,Internal,109270,4,0.2856507316342759,4,119.79,0.6162037037037037,0.0,0,0,1,Finance Approval,35.27
R03142,2025-01-03 12:28:48,2025-01-09 09:00:00,100.19,14.77,171.6,IT Purchase,Low,Admin,External,15537,2,0.605574399107918,4,140.52,0.8188811188811189,0.0,0,0,0,Finance Approval,51.400000000000006
R03143,2025-01-29 13:24:00,2025-02-15 09:00:00,293.12,42.1,283.8,Vendor Contract,Low,Operations,External,246699,5,0.4979632667324357,10,403.6,1.4221282593375617,119.80000000000001,1,1,1,Finance Approval,81.3
R03144,2025-04-17 11:04:48,2025-04-22 09:00:00,74.39,10.92,237.6,Equipment,Low,Operations,Internal,172176,4,0.6230115238746238,4,117.92,0.4962962962962963,0.0,0,1,1,Finance Approval,36.25
R03145,2025-02-02 13:12:00,2025-02-09 09:00:00,115.57,17.84,283.8,Vendor Contract,Low,Finance,Internal,149701,5,0.2455020817496361,4,163.8,0.5771670190274841,0.0,0,0,1,Finance Approval,60.45
R03146,2025-04-19 12:44:24,2025-04-28 09:00:00,137.07,22.4,118.8,Office Supplies,High,HR,External,150982,2,0.0313662202005529,7,212.26,1.7867003367003367,93.46,1,1,0,Finance Approval,41.05
R03147,2025-02-22 15:04:12,2025-02-27 09:00:00,70.26,17.69,217.8,Equipment,Low,HR,Internal,58160,3,0.9472714189472604,4,113.93,0.5230945821854913,0.0,0,0,0,Finance Approval,31.5
R03148,2025-05-12 11:41:24,2025-05-16 16:56:24,72.6,11.76,132.0,Office Supplies,Medium,HR,Internal,153754,2,0.420374051649011,4,101.25,0.7670454545454546,0.0,0,1,0,Procurement Review,37.01
R03149,2025-01-13 13:28:48,2025-01-20 09:00:00,102.44,16.32,174.0,IT Purchase,Medium,HR,Internal,182486,3,0.4935458360374161,6,163.52,0.9397701149425288,0.0,0,1,0,Procurement Review,38.67
R03150,2025-05-22 13:45:00,2025-05-28 09:00:00,80.6,20.19,198.0,Equipment,Medium,Finance,Internal,22607,3,0.820643347404489,4,139.25,0.7032828282828283,0.0,0,0,0,Procurement Review,41.15
R03151,2025-07-18 15:00:00,2025-07-23 09:00:00,88.01,17.0,217.8,Equipment,Low,Admin,External,11052,3,0.8797884815748535,4,114.0,0.5234159779614325,0.0,0,0,0,Finance Approval,39.53
R03152,2025-06-18 10:37:48,2025-06-23 09:00:00,73.18,14.27,194.4,Equipment,High,Operations,External,201506,4,0.5123316555607577,4,118.37,0.6088991769547325,0.0,0,1,1,Procurement Review,44.19
R03153,2025-05-23 14:43:12,2025-05-30 09:00:00,127.7,17.63,258.0,Vendor Contract,Medium,Operations,External,236801,5,0.957308881276334,4,162.28,0.6289922480620155,0.0,0,1,1,Procurement Review,56.45
R03154,2025-05-26 11:39:36,2025-05-31 09:00:00,83.16,8.31,132.0,Office Supplies,Medium,Admin,External,140283,2,0.3532279722281159,4,117.34,0.8889393939393939,0.0,0,0,0,Finance Approval,30.7
R03155,2025-03-07 10:34:48,2025-03-17 09:00:00,149.65,26.47,156.6,IT Purchase,High,HR,External,243876,3,0.7982382933716496,8,238.42,1.522477650063857,81.82,1,1,0,Procurement Review,39.97
R03156,2025-07-05 10:16:12,2025-07-16 09:00:00,154.0,41.13,102.6,Office Supplies,High,Admin,Internal,15585,1,0.6529168165458632,14,262.73,2.560721247563353,160.13000000000002,1,0,0,Finance Approval,31.5
R03157,2025-05-16 12:12:36,2025-05-24 09:00:00,128.84,31.28,194.4,Equipment,High,Operations,Internal,145209,4,0.4198646763452029,8,188.79,0.9711419753086419,0.0,0,0,1,Finance Approval,40.74
R03158,2025-07-07 10:18:36,2025-07-13 17:59:24,95.62,19.39,118.8,Office Supplies,High,Operations,Internal,144990,2,0.2830111811777822,7,151.68,1.2767676767676768,32.88000000000001,1,0,0,Procurement Review,36.67
R03159,2025-01-13 12:43:48,2025-01-18 09:00:00,73.92,17.259999999999998,232.2,Vendor Contract,High,IT,External,113029,5,0.8352795562774743,4,116.27,0.5007321274763136,0.0,0,0,1,Finance Approval,37.97
R03160,2025-03-27 12:15:36,2025-04-06 09:00:00,182.96,21.53,216.0,Equipment,Medium,Admin,External,229800,4,0.5106208608133883,7,236.74,1.0960185185185185,20.74000000000001,1,1,1,Finance Approval,58.29
R03161,2025-07-12 10:39:00,2025-07-18 09:00:00,106.26,11.94,145.2,Office Supplies,Low,Admin,External,109016,2,0.3066943474509555,4,142.35,0.9803719008264463,0.0,0,0,0,Procurement Review,47.44
R03162,2025-01-07 12:04:48,2025-01-13 09:00:00,92.95,14.24,174.0,IT Purchase,Medium,Finance,Internal,192993,3,0.6613279784490811,4,140.92,0.8098850574712643,0.0,0,1,0,Procurement Review,43.23
R03163,2025-05-17 10:26:24,2025-05-21 09:00:00,53.760000000000005,10.83,140.4,IT Purchase,High,Operations,Internal,57219,2,0.8259883099666114,4,94.56,0.6735042735042734,0.0,0,0,0,Finance Approval,27.61
R03164,2025-04-21 14:14:24,2025-04-29 09:00:00,118.75,30.2,232.2,Vendor Contract,High,Operations,Internal,174264,5,0.4592184990156613,8,186.76,0.804306632213609,0.0,0,1,1,Finance Approval,33.81
R03165,2025-04-20 12:09:00,2025-04-25 09:00:00,72.38,18.520000000000003,216.0,Equipment,Medium,HR,External,116858,4,0.3272249753537622,4,116.85,0.5409722222222222,0.0,0,0,1,Finance Approval,41.33
R03166,2025-05-11 10:21:00,2025-05-16 09:00:00,74.35,11.79,118.8,Office Supplies,High,Finance,External,190289,2,0.4258678752892559,4,118.65,0.9987373737373738,0.0,0,1,0,Finance Approval,39.9
R03167,2025-02-26 12:16:48,2025-03-06 10:33:00,136.47,26.96,258.0,Vendor Contract,Medium,HR,External,238719,5,0.128960710596068,7,190.27,0.7374806201550388,0.0,0,1,1,Finance Approval,47.76
R03168,2025-07-12 15:27:36,2025-07-18 09:00:00,106.26,21.0,283.8,Vendor Contract,Low,Admin,Internal,181974,5,0.3855905031857538,4,137.54,0.4846370683579985,0.0,0,1,1,Procurement Review,51.49
R03169,2025-06-02 11:58:12,2025-06-11 09:00:00,155.08,22.58,216.0,Vendor Contract,High,IT,Internal,79020,4,0.0246254934932449,8,213.03,0.98625,0.0,0,0,1,Finance Approval,47.01
R03170,2025-03-13 13:48:36,2025-03-27 09:00:00,197.82,52.5,156.6,IT Purchase,High,Finance,Internal,168401,3,0.8986454839211186,14,331.19,2.1148786717752235,174.59,1,1,0,Finance Approval,47.23
R03171,2025-02-03 12:10:12,2025-02-13 09:00:00,163.25,27.8,125.4,Office Supplies,Low,IT,External,66686,1,0.6647157176695736,8,236.83,1.8885964912280702,111.43,1,0,0,Finance Approval,49.29
R03172,2025-02-11 10:17:24,2025-02-17 17:40:48,130.75,11.0,156.0,IT Purchase,Medium,IT,Internal,48545,2,0.2197406821050656,4,151.39,0.9704487179487179,0.0,0,0,0,Finance Approval,74.44999999999999
R03173,2025-02-21 14:05:24,2025-02-26 09:00:00,88.1,18.23,194.4,Equipment,High,Finance,External,161246,4,0.7272147586229913,4,114.91,0.5911008230452675,0.0,0,1,1,Finance Approval,52.44
R03174,2025-07-18 12:10:12,2025-07-24 09:00:00,105.34,13.86,194.4,Equipment,High,Finance,Internal,161081,4,0.3537495787423805,4,140.83,0.7244341563786009,0.0,0,1,1,Procurement Review,49.02
R03175,2025-01-05 15:00:00,2025-01-16 10:03:00,178.37,32.5,283.8,Vendor Contract,Low,IT,External,112550,5,0.0032422369859205,7,259.05,0.9127906976744186,0.0,0,0,1,Finance Approval,45.45
R03176,2025-05-07 11:37:12,2025-05-10 16:07:12,41.82,10.15,118.8,Office Supplies,High,Finance,External,153125,2,0.2795371523833693,4,76.5,0.6439393939393939,0.0,0,1,0,Finance Approval,22.33
R03177,2025-02-08 11:00:00,2025-02-18 09:00:00,128.27,40.56,217.8,Equipment,Low,HR,External,36052,3,0.8905605594903396,9,238.0,1.0927456382001837,20.19999999999999,1,0,0,Procurement Review,33.61
R03178,2025-02-13 11:40:48,2025-02-17 16:15:36,68.34,13.07,114.0,Office Supplies,Medium,IT,External,61459,1,0.9870908293157984,4,100.58,0.882280701754386,0.0,0,0,0,Procurement Review,30.38
R03179,2025-01-27 15:05:24,2025-02-02 09:00:00,100.31,17.25,217.8,Equipment,Low,Admin,External,4810,3,0.9702063014561588,4,137.91,0.6331955922865014,0.0,0,0,0,Finance Approval,49.47
R03180,2025-03-29 12:08:24,2025-04-02 09:00:00,58.35,13.74,156.6,IT Purchase,High,IT,Internal,214570,3,0.7721830045236953,4,92.86,0.5929757343550447,0.0,0,1,0,Procurement Review,29.45
R03181,2025-03-05 15:45:36,2025-03-13 09:00:00,134.68,26.48,283.8,Vendor Contract,Low,HR,Internal,205180,5,0.6349026146273552,4,185.24,0.6527131782945736,0.0,0,1,1,Finance Approval,74.82000000000001
R03182,2025-03-21 12:07:12,2025-03-26 09:00:00,78.94,13.26,171.6,IT Purchase,Low,Operations,External,1601,2,0.0341694174028073,4,116.88,0.6811188811188811,0.0,0,0,0,Finance Approval,34.26
R03183,2025-05-17 15:22:12,2025-05-23 09:00:00,83.25,15.39,264.0,Vendor Contract,Low,Admin,External,24024,4,0.7366696466768741,4,137.63,0.5213257575757576,0.0,0,0,1,Procurement Review,37.9
R03184,2025-07-14 14:34:12,2025-07-20 09:00:00,97.68,11.61,191.4,IT Purchase,Low,HR,External,244210,3,0.4609464212040824,4,138.43,0.7232497387669802,0.0,0,1,0,Procurement Review,39.85
R03185,2025-06-07 12:50:24,2025-06-10 15:25:48,33.88,13.75,102.6,Office Supplies,High,HR,External,83703,1,0.7079640678534213,4,74.59,0.7269980506822613,0.0,0,0,0,Finance Approval,19.31
R03186,2025-05-17 10:22:48,2025-05-22 09:00:00,67.42,17.11,140.4,IT Purchase,High,HR,External,13718,2,0.5584387249954659,6,118.62,0.8448717948717949,0.0,0,0,0,Finance Approval,29.85
R03187,2025-01-25 12:46:48,2025-01-30 17:31:12,86.39999999999999,9.13,132.0,Office Supplies,Medium,HR,Internal,134164,2,0.0783053321809414,4,124.74,0.945,0.0,0,0,0,Finance Approval,42.37
R03188,2025-05-01 12:56:24,2025-05-11 09:00:00,150.99,35.52,217.8,Equipment,Low,Admin,Internal,47932,3,0.7951959818158809,8,236.06,1.0838383838383838,18.25999999999999,1,0,0,Finance Approval,44.32
R03189,2025-02-27 10:22:12,2025-03-04 09:00:00,72.0,11.99,156.0,IT Purchase,Medium,Operations,Internal,29069,2,0.5319485665967592,4,118.63,0.7604487179487179,0.0,0,0,0,Finance Approval,35.14
R03190,2025-06-01 10:40:48,2025-06-04 17:57:36,61.60000000000001,12.18,216.0,Vendor Contract,High,HR,Internal,98194,4,0.6771776777475154,4,79.28,0.36703703703703705,0.0,0,0,1,Finance Approval,39.06
R03191,2025-06-29 13:10:12,2025-07-05 09:00:00,76.8,14.94,156.0,IT Purchase,Medium,HR,Internal,69897,2,0.6030125432690211,4,139.83,0.8963461538461539,0.0,0,0,0,Procurement Review,34.99
R03192,2025-06-14 14:28:12,2025-06-25 09:00:00,189.48,28.16,258.0,Vendor Contract,Medium,Admin,External,206393,5,0.7004919549252508,7,258.53,1.0020542635658913,0.5299999999999727,1,1,1,Finance Approval,62.18
R03193,2025-03-09 10:15:36,2025-03-15 09:00:00,79.68,19.11,140.4,IT Purchase,High,Admin,Internal,29926,2,0.0802213760520135,7,142.74,1.0166666666666666,2.3400000000000034,1,0,0,Finance Approval,30.37
R03194,2025-05-26 13:01:48,2025-06-01 09:00:00,97.16,12.42,132.0,Office Supplies,Medium,HR,Internal,144320,2,0.412789062938136,4,139.97,1.0603787878787878,7.969999999999999,1,0,0,Finance Approval,47.24
R03195,2025-07-14 10:52:48,2025-07-20 09:00:00,84.44,15.95,217.8,Equipment,Low,Finance,Internal,52875,3,0.517352108309122,4,142.12,0.6525252525252525,0.0,0,0,0,Finance Approval,40.57
R03196,2025-01-21 11:10:12,2025-01-28 09:00:00,129.02,14.08,283.8,Vendor Contract,Low,Finance,Internal,226923,5,0.4149682353077121,4,165.83,0.5843199436222692,0.0,0,1,1,Finance Approval,64.23
R03197,2025-02-10 10:35:24,2025-02-25 09:00:00,245.29,33.44,156.6,IT Purchase,High,Operations,External,173740,3,0.8447783876272463,12,358.41,2.2886973180076633,201.81000000000003,1,1,0,Finance Approval,49.75
R03198,2025-03-08 11:30:00,2025-03-12 09:00:00,49.5,13.13,114.0,Office Supplies,Medium,Operations,Internal,38324,1,0.5815729367847121,4,93.5,0.8201754385964912,0.0,0,0,0,Finance Approval,21.83
R03199,2025-07-05 13:24:00,2025-07-12 09:00:00,99.36,20.35,237.6,Equipment,Low,Operations,External,229073,4,0.944015264100456,4,163.6,0.6885521885521886,0.0,0,1,1,Procurement Review,61.15
R03200,2025-06-25 12:11:24,2025-07-06 09:07:12,203.27,27.16,216.0,Equipment,Medium,Finance,Internal,124145,4,0.3955728674855108,7,260.93,1.2080092592592593,44.93000000000001,1,0,1,Finance Approval,72.78999999999999
R03201,2025-01-11 10:28:48,2025-01-23 09:00:00,196.62,30.94,174.0,IT Purchase,Medium,IT,External,159547,3,0.4445894250077152,10,286.52,1.6466666666666665,112.51999999999998,1,1,0,Finance Approval,46.17
R03202,2025-02-17 12:01:48,2025-03-02 09:00:00,202.07,33.76,216.0,Equipment,Medium,Finance,External,200440,4,0.1196391549990798,10,308.97,1.430416666666667,92.97000000000003,1,1,1,Procurement Review,67.89
R03203,2025-02-21 13:35:24,2025-02-26 17:23:24,80.08,9.56,156.6,IT Purchase,High,IT,Internal,224192,3,0.6220915974053858,4,123.8,0.7905491698595147,0.0,0,1,0,Finance Approval,35.09
R03204,2025-05-17 11:56:24,2025-05-22 15:30:00,80.6,9.18,174.0,IT Purchase,Medium,Admin,Internal,112121,3,0.3953457742884732,4,123.56,0.7101149425287356,0.0,0,0,0,Procurement Review,35.44
R03205,2025-05-19 12:23:24,2025-05-24 15:58:48,79.2,12.72,232.2,Vendor Contract,High,IT,Internal,201089,5,0.297549964430724,4,123.59,0.5322566752799311,0.0,0,1,1,Finance Approval,35.92
R03206,2025-01-09 13:12:36,2025-01-14 09:00:00,68.64,17.89,174.0,IT Purchase,Medium,Finance,Internal,237968,3,0.159044526743099,4,115.79,0.6654597701149426,0.0,0,1,0,Finance Approval,33.86
R03207,2025-01-09 14:40:48,2025-01-14 09:00:00,75.24000000000001,17.52,232.2,Vendor Contract,High,IT,External,110922,5,0.9143753261924202,4,114.32,0.49233419465977607,0.0,0,0,1,Finance Approval,40.65
R03208,2025-03-28 11:25:12,2025-03-31 17:54:36,53.68,8.77,102.6,Office Supplies,High,Operations,Internal,99293,1,0.4032911352849616,4,78.49,0.7650097465886939,0.0,0,0,0,Finance Approval,26.15
R03209,2025-07-17 10:30:36,2025-07-21 09:00:00,63.26,11.7,125.4,Office Supplies,Low,Finance,Internal,87952,1,0.388593878188552,4,94.49,0.7535087719298245,0.0,0,0,0,Finance Approval,24.63
R03210,2025-02-04 12:44:24,2025-02-10 16:59:24,102.99,26.75,102.6,Office Supplies,High,Operations,Internal,61843,1,0.5638156049747081,8,148.25,1.4449317738791423,45.650000000000006,1,0,0,Finance Approval,27.55
